num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Wind_Speed_kmh,cat__Crop_Growth_Stage,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region,Total_Water,Evaporation,Soil_Fertility,Heat_Stress
6.770438797640214,12.473983011651734,1.587675959537856,1.3013414161750445,34.3199337398722,86.31692348052944,2300.751097525272,5.103944242772865,16.96,Flowering,7.15,No,6.48,East,2313.2250805369235,175.17163074802926,0.5259640415004659,7.984278615970468
7.297091677973659,17.163043985380426,0.8691494401087968,1.0491494401087968,31.60830991685849,68.10730000849975,2089.2730517983578,7.731540159483215,14.24,Vegetative,8.92,No,54.11,East,2106.4360957837384,244.5842194525005,0.3534065683961149,7.6733822200199775
7.596683428917966,16.56448535429975,0.3612701761590767,0.7823286562916407,38.74034227769994,63.77292072889395,163.65448535429974,7.5380444490074865,1.17,Flowering,4.23,Yes,52.52,South,180.2189707085995,291.9815312801688,0.1845006886951748,7.811158612717905
6.844402242350785,18.33391932982192,0.9021956951919224,2.517701211122139,33.01147766643889,62.72789291947854,114.73121179324885,8.298782780767688,13.63,Vegetative,14.84,Yes,70.79,South,133.06513112307076,272.1052030675266,0.2261321410098489,7.626696709554232
7.232604535200842,11.682700693860047,1.4683721654994737,1.7832453830118014,28.733498947987147,80.80430437162613,242.26232681349103,9.08869773239958,18.07,Vegetative,2.09,Yes,50.52,West,253.9450275073511,261.24386881262257,0.4272493423850652,7.750137830015339
5.563262176370384,17.442528932299584,0.5725800515833184,2.9060077152798893,37.9632173285288,83.30169835994758,2100.168673379079,10.539438514697531,19.26,Flowering,14.58,No,17.46,Central,2117.6112023113783,400.1049031724217,0.1825506947646902,8.059312748872568
7.328467120323128,19.52856847188331,1.0393636990812631,1.7547794537304058,34.36803292672288,80.32003687790221,850.391525384936,10.00259587945504,17.71,Flowering,2.76,No,18.83,East,869.9200938568193,342.2409415271826,0.3201942417681244,7.91799651802292
4.975605049894914,20.632156911209943,1.0276735791686016,1.703902611676729,27.11757617329481,31.26339222537331,146.4797853706909,6.498330030406411,8.67,Flowering,7.15,Yes,60.37,Central,167.11194228190084,169.11648558319962,0.341582089416658,6.693513340828037
5.389078343409768,11.90152812307901,1.1660400325373494,2.3155911610993005,27.63660990981864,72.61852712005037,57.83523340336183,7.008217189741156,14.92,Flowering,6.66,No,49.32,Central,69.73676152644084,192.81905235743,0.3361824928844317,7.600869318417555
6.469100852155841,47.141270962714415,0.8079951404948722,1.6653462920136743,38.18388578072017,75.58477274495263,97.81387121614434,7.064216282827066,14.04,Flowering,8.75,No,28.04,South,144.95514217885875,269.6235730654048,0.2722903855482739,7.963389002633715
7.526321847058285,14.356666782345137,0.3589655411748557,0.7770113705965789,34.009195382354285,48.2505615891208,1037.4407837955212,4.62011509410742,18.49,Vegetative,1.73,No,47.44,South,1051.7974505778664,157.12354529759924,0.1851433108796861,7.375695920722594
5.606803218395674,8.106722752978047,0.55,0.9716093636102836,40.27555230169259,37.587959030060674,1556.3776737370497,10.112070227077126,12.12,Vegetative,3.9,No,26.1,East,1564.4843964900276,407.192138242739,0.2460547718912353,7.322071373886588
7.122964002685936,22.664534682173432,1.3707589520560828,2.334184696838655,32.839610063441754,77.82049359641157,2319.550943459805,5.304656426741157,12.42,Flowering,6.27,No,119.83,North,2342.2154781419786,174.1750707240912,0.346682748605374,7.8449621894950115
5.030765961149178,9.455985532762814,1.1303248506088008,0.8438464143075433,38.2939719621765,73.30596215220504,2167.28680328691,10.531498705175048,19.26,Flowering,14.58,No,17.46,Central,2176.742788819673,403.2342381300873,0.5314280829977328,7.883363514565274
7.756406707480504,21.470775625544025,0.8220921114965308,3.3242494094885178,36.211094945619855,48.89588332388939,179.20088426970312,6.657360415693541,2.37,Vegetative,13.22,No,61.66,Central,200.67165989524716,241.0651497496497,0.1745274804000427,7.473970837920695
6.926909241351318,19.36054213167139,0.954057237420828,2.66739248073739,32.29484544654856,64.67505809589109,114.53437366706186,8.506228949683312,15.67,Harvest,7.43,No,68.64,North,133.89491579873325,273.7066874915552,0.2300999100187439,7.639703931841215
6.844864708038658,20.589226139577573,1.142064369480928,1.4700102526963912,34.133803772117275,52.88161458152651,1364.6679490026554,9.550222439880669,17.42,Vegetative,2.43,No,16.13,East,1385.2571751422329,319.6350174106085,0.3860482247587536,7.395772278760008
6.348432072724992,17.188484543483675,0.9718153959667266,0.8877597733551812,26.239043083362787,42.68261815243272,140.65020475424754,6.057863776531372,0.72,Flowering,5.02,No,84.75,Central,157.8386892977312,150.87955049134555,0.4134815789205194,6.904978645205507
6.2528775212206735,20.96145626486049,1.288031403508244,2.738803950199745,21.78521580079898,91.81021893605262,283.144589558616,9.86577568194515,10.93,Vegetative,10.5,Yes,115.42,Central,304.1060458234765,213.98417146154603,0.3023066708557579,7.597424512807387
6.957843427745456,17.039215679919696,0.4172936515912085,1.9549538206185824,39.40878244632468,58.37416366530793,132.93827666134047,9.544220785746251,17.21,Sowing,1.84,No,86.42,North,149.97749234126016,373.6057907936225,0.1390337760373622,7.698558127257232
6.816548340636798,13.823422353439646,0.8642100236273326,2.393184272703506,34.67498781639358,50.31236794927377,2123.653884677802,6.228522128475976,13.92,Flowering,5.55,No,43.44,West,2137.4773070312413,215.7143372650826,0.2211973168913018,7.42675919679243
7.22944707874536,16.747548095766785,1.128508553894357,1.3609821820386196,33.09884318921091,49.03104401227395,663.9390946891122,4.568017462875047,13.1,Vegetative,7.31,No,52.02,South,680.6866427848789,150.97423872316372,0.3816787253017057,7.391213546862793
5.184672164600182,12.557890766880307,0.829003271551961,2.6986294983839465,31.1552624043606,43.22411718416933,1775.172195429335,5.419896174119996,18.07,Flowering,3.44,No,106.83,South,1787.730086196215,168.85752597351308,0.2021951383942699,7.20595422507786
7.378677965154614,11.28269328582705,0.6983235780881877,2.761211088997054,35.580782738031736,81.98229899795894,169.58314638455496,7.962570105791885,14.71,Flowering,3.57,Yes,6.3,Central,180.86583967038203,283.3394560368428,0.1723202616299543,7.977455037483294
6.725569649691175,10.566172588893137,1.271763496654823,1.9489251760316977,13.016021678792018,33.86888195868816,96.80193286001642,9.22554839162066,1.54,Flowering,14.01,No,111.6,Central,107.36810544890956,120.08855133596688,0.4209837484158624,6.089701950728724
7.213871559246419,20.998873212604536,0.6950005511193719,1.095560086981502,18.292196258376254,53.36277343005829,174.46116646799024,8.635564495936476,16.55,Vegetative,8.06,Yes,113.68,North,195.4600396805948,156.72152247954915,0.2896566940607089,6.87878164812954
7.304381936935355,19.45090097815984,1.09,3.238258433076046,30.65140315634592,82.05983623239196,2343.4215767117794,6.38050652833086,11.53,Vegetative,0.4,No,104.99,South,2362.8724776899394,195.1021588677566,0.2288721460666999,7.829488716059813
7.524994073164064,14.612844480218904,0.6993762347574866,2.4848371440474466,35.08396274015501,51.3847197271704,1167.518631101414,6.995147051056724,14.55,Vegetative,10.51,No,80.02,South,1182.131475581633,242.03906781356596,0.1891753195214702,7.487723847138878
7.580292268928114,10.92658441472664,1.582855403161142,1.4700608893600235,34.52721766407088,73.38819127818334,2313.3231085557413,5.132867581033147,16.96,Flowering,7.15,No,6.48,East,2324.249692970468,177.22889959291933,0.4965974251611919,7.825401336904601
7.220876597870202,12.795355852873843,0.9412063821152304,1.5468755300218513,20.99327287288841,65.59398190901523,69.28591915571127,7.056595213413577,11.16,Flowering,9.82,Yes,63.02,South,82.08127500858511,148.17280926211976,0.3112529137938875,7.228023493011905
6.241584829104365,39.528815560054014,0.5362686996599495,2.3845637538080706,33.910521603215486,33.552498457713654,22.851354056683505,4.457331925548833,15.73,Vegetative,7.3,No,6.55,South,62.38016961673752,151.14454865895107,0.1473690125145372,7.036631939035779
6.827702843018433,21.75496161045754,1.1620342443200853,1.5033316764470963,20.847464783650505,42.942334170796805,171.35219277314866,7.085038389542461,15.25,Flowering,8.94,Yes,5.82,West,193.1071543836062,135.7677599996382,0.3800156257502716,6.745073857941187
5.493239720721183,18.07374457872504,1.0299197606181574,1.0025688179609356,34.49642146603136,43.21390274200479,2133.612512000292,8.913790264408668,17.48,Vegetative,10.3,No,109.94,Central,2151.686256579017,304.17951266686697,0.4096660994893724,7.254226987249469
6.0506010609871,24.412765513549648,1.3643719686161064,1.02215901391126,33.34426952568022,45.34508906916731,1463.044679743143,7.900250668688429,15.76,Vegetative,3.81,No,83.85,North,1487.4574452566926,263.4657717970361,0.5222441778439219,7.319963157601952
7.567476803140699,20.72494463825397,0.9787847952889506,2.958435606658448,38.97424223592952,42.04022052908358,22.253133729647093,10.802956204899573,15.63,Flowering,12.92,Yes,40.05,North,42.97807836790106,420.7847404607919,0.2325399350242301,7.398275545754434
6.50020840929999,13.857331688550625,0.3743266831144937,2.825464907585516,31.986264685958027,72.89285541105625,23.54118273814504,6.908366584427531,17.52,Flowering,4.59,Yes,53.8,East,37.39851442669566,220.67681857828052,0.0932761224444592,7.744535564106399
5.558569207441962,11.715983485935904,1.338351384595744,1.932485187884728,36.09474477897011,87.79535575465123,653.6762054596434,7.628945604673309,19.37,Flowering,6.83,No,90.08,West,665.3921889455793,275.36475464062227,0.3755040331814571,8.06146769780165
6.703518883381018,17.379613829145946,0.7760150984095537,2.9310658066654933,36.20818985005355,48.70810336604602,1256.632090548981,5.036748657112256,15.64,Vegetative,3.79,No,66.77,South,1274.011704378127,181.7066485243689,0.183484109158273,7.374098683601274
6.725996820558692,16.607462359325897,1.0858786666297269,0.6144602051277992,16.944105743340906,38.70494092303552,219.45757302541736,5.528266358961775,11.08,Vegetative,3.54,No,70.99,West,236.06503538474325,94.14106769788998,0.5001855477134516,6.471366228267582
5.933057184751022,46.204605185986,0.5540797190925895,2.3424540824197617,39.18261977156915,88.09433917270509,93.40702801358472,6.753875212224276,14.04,Flowering,8.75,No,28.04,South,139.61163319957072,264.4308898464297,0.1644600283067995,8.139557418764257
6.047689088800961,12.951891729303018,0.9534189894366424,2.9572462182239807,40.37533260383031,62.23521055324491,2258.21353021848,9.026755970285084,16.97,Flowering,1.91,No,99.15,Central,2271.165421947783,364.41606813126,0.2147855038556068,7.809202636587443
5.255426638106676,22.84643596488061,0.5339727521949619,2.6865875647896043,37.7334226757996,78.84930277434724,213.3117717769705,7.650792502321152,1.26,Flowering,4.04,No,110.69,West,236.15820774185116,288.17290746460577,0.1365382153771633,7.993393601656051
6.871958359553334,12.285259046935703,1.4621649539787214,1.1277320167765752,32.36273188279258,44.48448579166445,203.73041345681875,10.328659815914886,4.41,Flowering,13.28,Yes,60.51,South,216.01567250375447,334.2450246680657,0.5253199497788495,7.268603735206436
5.454532758989225,22.367024711046696,1.1155880752347345,1.1359693948011844,38.22633733949209,66.49205464215134,509.2463298669797,4.690311494007184,14.58,Flowering,3.25,No,59.24,Central,531.6133545780264,179.3965994975522,0.4265635247726519,7.81221262976225
6.79198006144727,16.188667400051195,0.6890080312822469,1.4044619212357714,12.87382996369025,41.52614732184558,107.760995844706,8.071934091053683,19.94,Vegetative,3.8,No,46.9,South,123.94966324475718,103.69345253565884,0.2884832345866165,6.273296122261058
5.686761062920251,10.342802170374831,1.3499486156817744,2.671156722170588,32.84732514039971,37.60928004453433,63.23465200583096,7.412596633101929,13.51,Harvest,2.21,No,110.78,North,73.57745417620579,242.2022873036739,0.3140011464998191,7.116897896871137
6.4526680012871385,14.15257164439512,0.928191965855364,1.687159304235901,35.00973920566341,52.346627199835815,2436.4286064475086,4.839067200514855,19.62,Vegetative,14.02,No,20.89,South,2450.581178091904,169.95800241276152,0.2948427221006618,7.463901402826186
5.432637882212318,22.46190251041329,1.0845703331341174,1.2399700594914889,39.22620337897081,72.38725021433335,518.8563561989768,4.704908078525121,14.58,Flowering,3.25,No,59.24,Central,541.3182587093901,184.6636310550048,0.401275550146586,7.923173425288013
7.844811545024886,17.379940962431437,0.5620914532658841,1.5981354033312738,35.676749391802595,36.15519774865221,2110.9490037452338,5.931703883910342,16.61,Vegetative,0.98,No,32.69,South,2128.328944707665,211.58448241475756,0.1947028397756313,7.155921342017361
6.550036133183626,16.048274569766136,0.5398825671532146,0.4001354994385986,40.495718147024576,66.00604341639293,1004.4070188709194,5.260153566030412,10.67,Vegetative,7.1,No,43.02,Central,1020.4552934406856,213.1488461097508,0.3318477432872622,7.888918815067527
7.07314662700526,11.629330174969152,1.4594089503149963,1.0987939783074625,32.4006269331688,43.858183959082936,203.1888587368968,10.317635801259986,18.71,Harvest,10.8,No,103.14,Central,214.81818891186597,334.2820377972696,0.5298299580017856,7.25620590866371
7.438262500054677,15.28221783021096,1.4646888480397515,1.2607886642186346,29.85234123749557,29.509679472725363,257.4215281866337,6.036974754941627,10.62,Flowering,3.53,No,43.99,Central,272.7037460168446,177.53045791590483,0.4995957362485787,6.75959804104968
6.283026817168997,17.193978985097466,1.065219242536778,1.7076897985049646,26.006781580274467,77.30974647820936,172.2796320217189,6.670898259320061,2.56,Vegetative,10.9,No,104.07,North,189.4736110068164,166.0903830365649,0.3339830866985699,7.578646433199508
5.208638262612055,15.946009868099653,0.785975653667476,0.930289082568141,38.25496770645667,57.33103856090996,2129.989490263728,8.050950923157185,16.26,Vegetative,4.51,No,96.0,West,2145.935500131828,304.9949636066016,0.3364167835351145,7.653098142936358
7.062079551181991,13.493664626489489,0.58881268060246,0.8763273839524717,31.91246336920157,30.56381319090889,83.11122420534919,9.956290498000836,4.66,Vegetative,13.58,No,48.64,West,96.60488883183868,317.341725623372,0.2754140611439306,6.879168164539568
6.339539437334134,44.334438694121175,0.7043395376380722,0.5069698691229748,39.63968783912817,59.522581086173965,247.5204874379124,6.0915492863963205,12.31,Vegetative,8.76,No,88.67,North,291.8549261320336,241.4873135611605,0.3972741472062848,7.765892985539978
7.0086085268250224,13.174960346393588,0.5866908145565485,0.8483187521464405,32.04911154255827,30.84941636068857,83.12056041595119,9.921067521638706,4.66,Vegetative,13.58,No,48.64,West,96.29552076234478,317.6516199156452,0.2776828905972276,6.893691257481961
6.803381037357328,16.897796763999956,0.9743735672186644,1.597754604575992,35.56596812338933,62.95203719942669,1719.7478525932827,5.840081354906667,14.48,Flowering,12.4,No,42.43,East,1736.6456493572828,207.7378972278493,0.3442916979432901,7.711705692941388
8.127792255377216,21.329396826217756,1.1762118436329083,1.6163216469772297,37.48317765449362,65.72861503584811,1721.0499238586656,7.385238269716458,10.28,Flowering,5.89,No,17.88,East,1742.3793206848834,276.5812615646125,0.3964254288243645,7.807698269037496
7.382009116250402,22.626014325536342,1.2964673271969414,1.460976047595484,22.725844845765483,39.62938737496852,168.1294818822651,6.213985674463654,15.25,Flowering,8.94,Yes,5.82,West,190.75549620780143,131.81839225707824,0.4222044738022183,6.762832014864388
6.505809590280555,24.189902155407687,0.8695899690161555,3.100325385054485,31.14439929756702,82.55256664763898,95.61970101227142,9.119902155407686,4.3,Vegetative,14.28,No,104.54,South,119.80960316767911,280.91956840402133,0.1932465401526511,7.8363392681550845
5.770313665625797,20.37728890944436,0.3703231706447607,0.6707223814412299,39.63936316372944,73.39550484608058,293.4207245415923,10.88961979924146,18.26,Flowering,2.28,No,66.08,West,313.79801345103664,431.6578484294533,0.2001796047298104,7.976005016215895
6.779849979024862,13.315279734437318,0.7640586408156902,0.7257434731063871,36.16017053459062,88.55865623689054,626.7353332007968,7.614406547868752,11.29,Flowering,6.54,No,92.99,South,640.0506129352341,275.3379300808179,0.3638705801930382,8.071922942311188
5.92851182497313,59.851106937039205,1.1709120170761604,0.7282431376727694,33.26297635005374,27.138974429023435,88.79991763072425,5.661982966914939,10.3,Vegetative,2.26,No,21.23,West,148.65102456776347,188.17256842217628,0.5436885183708973,6.797479680370648
5.876121513337884,28.563638608070782,0.971089740652088,1.0959842344961022,36.81946446876434,37.2829895702234,122.46014916495682,6.657209555973539,3.99,Vegetative,6.27,Yes,18.82,East,151.0237877730276,243.0154242216257,0.4700060119770229,7.219233119249679
7.531604054698364,17.723876823483785,0.3844271233220128,1.95738734412102,37.41208109396728,69.57426954208333,166.34301474344178,7.828010904528557,14.71,Flowering,3.57,Yes,6.3,Central,184.0668915669256,292.4354029825111,0.1398147839202436,7.860710440987495
7.361451776263798,15.515742768724404,0.7397563492301164,2.6285448476177,17.498399294363615,29.117265633555995,274.6011235324521,8.669431481536938,16.77,Vegetative,12.99,Yes,23.87,North,290.1168663011765,150.05862932136264,0.1770279744192398,6.225998343153017
5.5167499794427375,51.46166976532083,1.36660485396184,1.4671611683052794,33.540894940465535,51.44227445482456,134.38271789379397,9.069895187152683,12.13,Vegetative,3.99,No,104.28,North,185.8443876591148,303.9239180293839,0.4998076933853152,7.452044314831314
7.670214831441792,14.755197223072464,0.7066427965064676,0.5822005093456727,20.22484160803323,46.40732612193754,175.92940770060235,8.325271270916815,16.55,Vegetative,8.06,Yes,113.68,North,190.68460492367484,168.4035074879082,0.3732046997947444,6.84110022329382
6.02734755244654,10.6727151867056,1.0903462989844557,2.849716440167682,34.25218067026473,63.61133999204526,2139.061548212057,6.385131745614694,16.61,Vegetative,0.98,No,32.69,South,2149.734263398762,218.36539820637483,0.2552378539041967,7.682948331338517
5.527923927273452,25.905843252961603,0.42,2.987836033061145,40.954620403298144,86.4073677752161,16.400369626600373,9.482192753722368,14.63,Flowering,9.17,No,41.32,North,42.306212879561976,388.1941529095522,0.1004817622981408,8.171687201665318
5.618398962931342,34.03640997059607,0.4174182760971507,2.862087623349821,39.866270384321325,87.41750187856796,29.3482819194722,9.806144134639888,16.51,Flowering,1.03,No,65.48,North,63.38469189006827,390.8286259884168,0.1214342785771146,8.15607922474043
7.794567719435963,13.594624293830837,1.5207287140488073,1.786469044343487,34.13717452590055,69.15484952300588,2320.4246803340234,5.19380921135523,16.96,Flowering,7.15,No,6.48,East,2334.0193046278546,177.23725765124962,0.4416638532860912,7.763491224308672
6.064033560329793,21.48355427438234,1.2306376506884664,2.920242265565493,22.51096906226197,92.11755322534565,287.7268327272918,9.686188777960686,10.93,Vegetative,10.5,Yes,115.42,Central,309.2103870016741,217.1727647129609,0.2786105163614177,7.633903596238578
8.128944604149043,21.39930598504189,1.169489809130587,1.6478191800738209,37.382347136958806,65.73629736099362,1720.7785457229006,7.389463548546488,10.28,Flowering,5.89,No,17.88,East,1742.1778517079424,275.9859543479243,0.3916220011679276,7.805042377118021
5.470278502077276,49.59738550537536,0.7281647017812733,1.7962151872403405,40.73077135934248,57.73213779494693,158.53329195549446,6.2211140083091045,15.48,Flowering,9.72,No,100.09,Central,208.1306774608698,253.16419565488096,0.2287375409868328,7.7614932531866385
7.270849695707168,20.389192533707057,1.4420552174524093,2.0134785216046995,33.97107283659448,40.693086463060496,1876.418020439699,5.207164108655935,12.1,Vegetative,0.47,No,108.29,North,1896.807212973406,176.9986434805171,0.3967384344567884,7.197662234065109
6.024805217252994,12.011889345066772,1.3288257025055152,1.2272604392639064,39.93900481446187,74.01625685220709,2181.6457419203875,9.601742974944848,19.26,Flowering,14.58,No,17.46,Central,2193.6576312654543,382.4883270549405,0.4924518413515879,7.987692084486876
7.658105746009881,17.852966039014493,0.8229001287684452,0.9566298889654148,33.64378134551745,61.37287574521804,121.48018195773156,9.49905287300494,3.96,Vegetative,5.71,No,64.66,West,139.33314799674602,319.59488706445285,0.3523187605269263,7.625669487840762
7.381987946010355,17.64808172740853,0.5241265668912721,2.1835945031089743,19.03176663543984,30.06877483181312,273.9097391509847,8.1662953227463,19.41,Flowering,2.9,Yes,27.29,East,291.5578208783933,154.65705422406202,0.1478268013527412,6.347201895373558
6.572762473015797,16.720384714562563,1.0013080175106572,2.388962520987713,36.75344998800702,54.72953334129838,711.1014966718803,10.138962520987713,14.76,Flowering,13.47,No,0.37,Central,727.8218813864429,372.5116972721111,0.2683564118188888,7.486872686863865
7.933822697146528,19.15069279268669,1.306828636291948,1.7153657272583895,32.42114242472035,55.87361342834778,697.2427165492684,6.084153546271794,19.51,Flowering,3.01,No,115.56,West,716.393409341955,197.5063521561517,0.3927655575142746,7.50052402669958
5.227425112312346,14.160303244254164,0.451051279409737,1.2150505407090273,36.6180297540689,69.72669185117097,98.2578019000178,4.025254550296911,2.66,Vegetative,12.15,Yes,94.67,North,112.41810514427196,147.298986732783,0.1861061202965868,7.843715895912735
7.474811761338628,13.647837953980144,0.9350161363194353,1.9885012501407464,39.38741125024311,31.40785227284359,1579.5002652853466,4.906995340849768,19.93,Flowering,7.55,No,41.19,South,1593.1481032393267,192.2169942670153,0.3341107713724767,7.119426993550615
6.317400683741974,18.82502081289324,0.970870224115425,1.1469201671369271,34.24537269318367,37.62682935804226,41.661244816582354,5.085289441610721,11.2,Sowing,14.7,No,2.27,East,60.48626562947559,171.54256781794678,0.3645711762450122,7.156423883474386
5.442626691847031,52.941744443441536,1.421599551210267,1.0272035903178638,32.74466736726005,52.38435752942805,134.93027379248483,9.16314706509567,17.29,Vegetative,9.26,No,19.04,North,187.8720182359264,299.7262923421012,0.6074743720168565,7.445979071118952
5.092706074334651,9.507316954038185,0.6087093380237283,2.6297668176811677,21.37508014293168,46.78964786448002,252.9282199450132,5.973110063781263,13.32,Vegetative,11.58,No,86.16,East,262.4355368990514,126.62231456091344,0.1534197670326181,6.896025193261393
7.341635558013846,24.68036947675118,1.1452964514281785,2.9523145366017145,28.964866999762503,88.96637008059236,95.04216848595571,9.61036947675118,6.42,Vegetative,4.15,No,73.81,West,119.7225379627069,276.81862311941995,0.2549530909636784,7.8467864715200895
5.709055730090805,22.28670228903563,0.7274787085116359,2.092628369298616,34.26758578632189,60.18398400153947,1290.604142136781,5.888508144374287,18.18,Vegetative,10.54,No,56.95,South,1312.8908444258168,201.82931710621293,0.2278293892830636,7.629305931490236
5.833773832456132,25.70524566082964,0.8724109381416489,2.657785163201197,41.04962305409355,71.29861533891031,77.93567926046141,5.905415622005638,11.01,Flowering,5.56,No,40.68,West,103.64092492129105,242.2291089387311,0.2173088490697577,7.972753224837142
7.663359781619823,19.90032005566553,1.2015198629771435,0.9642406037569612,31.727361280307317,88.10687557673091,859.5975119413433,8.541601348818743,17.71,Flowering,2.76,No,18.83,East,879.4978319970088,273.34489082070445,0.528649607773139,7.933266065159674
7.10688661810218,12.755724592288486,0.791305605195333,1.3667718564050355,38.715121864310106,69.1401721934498,97.0281920196812,4.605121966118268,15.37,Flowering,14.86,No,17.34,East,109.78391661196966,177.2778342716648,0.3344391905649966,7.890587413214755
7.604115715304218,16.302892138176766,1.3280867864781631,2.5567849893057173,35.0290203309164,73.4148053516986,355.42692336324177,8.097363565826804,13.93,Flowering,13.16,No,44.01,North,371.72981550141856,283.69696397236595,0.3181759543217527,7.848185664055828
6.569090376208742,13.039285016463827,0.8631658349970797,0.9339940330318384,36.14887984158261,88.42693148513047,631.3845896772048,7.61691559075942,19.37,Flowering,6.83,No,90.08,West,644.4238746936686,275.34255926495115,0.3658781954673222,8.070118653542014
8.169891994459936,23.88344766390285,0.930630032317034,2.767047848571613,33.79945048475551,66.00927996306625,1711.1354353046847,7.539603979686436,10.28,Flowering,5.89,No,17.88,East,1735.0188829685876,254.832396022015,0.2209377153969539,7.710668307644325
5.105916890417627,61.50143738019349,0.4384528512946154,2.1849440608580184,41.47207352001517,77.17607829886663,165.19468675673704,4.202200853468116,14.58,Flowering,10.45,No,9.52,North,226.6961241369305,174.11705010968936,0.121586053288295,8.068382967190304
6.371379488818906,31.953451309921395,0.560070884118036,1.7444601964706747,40.23535984175144,34.75498940309048,227.5018486536432,10.179345697649566,18.59,Harvest,7.47,No,86.03,West,259.4552999635646,409.26110106563806,0.1856199185416541,7.176242615744436
7.697237334322335,53.952915554022624,1.4001319030903177,1.7010552247225412,37.7990684667464,38.270905985987085,285.6889575489107,7.492239615328273,15.21,Vegetative,3.23,No,62.88,North,339.64187310293335,278.3291771053505,0.4521375597894623,7.257310993261843
6.662177407756089,9.853588344316805,0.8039012488231995,2.3391531504145786,39.81601837278676,89.11635998094447,177.10310463573157,10.6508970860792,17.31,Harvest,13.45,No,93.8,Central,186.9566929800484,423.8519567076666,0.2181466043609478,8.173753051797236
7.0522949281873935,23.61891024166346,1.3549784791098065,2.391817728468534,32.70307466708049,78.73233048969858,2319.4590050522047,5.316320254571013,16.96,Flowering,7.15,No,6.48,East,2343.0779152938685,173.85285404975383,0.3366884221964661,7.85353492005714
5.27605952205458,9.082306999377067,0.883957714394335,2.265124509540953,39.20598433994741,85.95355521294235,233.44710254390304,10.329235706305363,13.92,Vegetative,8.97,Yes,18.22,Central,242.5294095432801,404.9231086615539,0.2401924150682207,8.122900932438332
6.876284840252567,10.71171630691594,1.4736190658280717,2.1961445232685444,12.575998470441991,62.1014165534728,4.514047664570179,6.884049576517689,16.74,Vegetative,5.33,Yes,23.34,North,15.225763971486115,85.78906861106857,0.4033015015177283,6.655289100491827
7.583105424870758,16.885140223533362,0.3660337768318719,1.0708280432962285,38.44210849741517,65.37690787303319,164.35285465320854,7.6036120773488385,1.17,Flowering,4.23,Yes,52.52,South,181.2379948767419,292.1176395285474,0.173230673658797,7.827940469216678
7.76831330470499,16.04421267435185,0.8471956898606201,2.3185567528164945,36.14530042942514,70.32673673478013,2462.437820199339,8.246931695692208,16.58,Flowering,12.15,No,112.62,West,2478.482032873691,295.8512610204245,0.225036168356181,7.778979921853114
7.201447703947679,17.15700131861459,1.107433755659543,1.334488149971997,33.20361504329256,49.04579637103832,662.0691579485917,4.5601896806735445,13.1,Vegetative,7.31,No,52.02,South,679.2261592672064,151.18997240063712,0.3790029265899348,7.394657494628444
7.4618589432924605,19.421875814941,1.3878565402982663,2.2046136149340803,39.19509343283238,53.53744778814082,123.14750453729484,6.269388788060114,3.99,Vegetative,6.27,Yes,18.82,East,142.56938035223584,245.7064768219649,0.4149242721646736,7.62727553782326
5.2162378909107625,23.51895432726917,1.4885806545441815,1.6190658181875206,29.561570036344115,67.44686763645089,291.00057512729194,7.919428727277634,1.94,Flowering,14.44,No,21.44,North,314.5195294545611,231.6838004414257,0.4858516196610245,7.5737945390888335
6.380472116275,13.95945887339956,1.3641330745042035,0.6175179458736726,18.818500820561283,39.0168304791146,221.1423881763936,5.623056322083849,19.91,Vegetative,5.42,No,103.14,East,235.10184704979315,106.1720850140108,0.6015579549997543,6.588897771610363
5.5698004954969855,40.938531597780816,0.9659501583931814,1.6691247420927868,39.99185598245236,55.64370053613187,243.7472573308676,6.277695305010533,12.31,Vegetative,8.76,No,88.67,North,284.6857889286484,251.1194141394856,0.333952044326504,7.70576577515676
5.183978500502146,15.761648789468424,0.7648387147161251,0.9240262858418148,38.58063313622563,58.55424104652054,2129.675567577821,7.976188787236665,16.26,Vegetative,4.51,No,96.0,West,2145.437216367289,305.0656196964184,0.3300699759040272,7.687658991208512
6.168215343379954,11.58099224437087,1.0546996156048591,2.894472672644366,34.043364432468096,59.23864339088734,2131.664473308857,6.4156697977872295,13.92,Flowering,5.55,No,43.44,West,2143.2454655532274,218.31826314896207,0.2379024208820427,7.597525900694305
5.71102664706427,45.816636035922826,0.4489073591357066,2.622913708971449,39.596297720732885,93.27583077324752,91.58170327744416,6.625331216721419,14.04,Flowering,8.75,No,28.04,South,137.39833931336696,262.28006834204035,0.1197964427575303,8.212526787745437
7.111965673307165,13.064444244255492,0.8519097973200116,0.9942985460335424,12.68474755668213,37.99466975095546,106.9523049347328,8.546094588627891,19.94,Vegetative,3.8,No,46.9,South,120.01674917898828,108.14928127040896,0.4039544718319462,6.167664749564674
5.569772251059963,18.645916353162587,1.095519072337112,1.022005651062848,33.48570614473191,39.4176462767875,2134.586783259525,9.145817459562748,16.26,Vegetative,4.51,No,96.0,West,2153.232699612688,303.9602287454153,0.4293636637000751,7.146966051108495
