num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Soil_Type,cat__Wind_Speed_kmh,cat__Crop_Type,cat__Crop_Growth_Stage,cat__Season,cat__Irrigation_Type,cat__Water_Source,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region,Total_Water,Evaporation,Soil_Fertility,Heat_Stress
6.4568659943424365,17.436698367563302,0.4357394550597785,1.9704132389695446,14.049339009180215,38.44306671854543,258.10633957774695,9.849236529853385,Loamy,13.32,Rice,Vegetative,Kharif,Sprinkler,River,11.58,No,86.16,East,275.54303794531023,133.21390037435663,0.13652062566370773,6.272045939216782
7.172683009495249,14.894985341621865,1.193682287587915,2.377754386501868,38.23164528068891,74.63612545884371,2295.734694529406,6.491817351458418,Loamy,12.11,Sugarcane,Flowering,Rabi,Drip,Groundwater,9.77,No,42.05,Central,2310.629679871028,248.080808782372,0.3059472511336305,7.954060527503094
6.097418967139422,54.38857808400167,0.825910194779053,1.3140274817813995,32.92516206572115,31.940249789324845,99.62794357427826,6.3304239976155845,Sandy,10.3,Sugarcane,Vegetative,Zaid,Sprinkler,River,2.26,No,21.23,West,154.01652165827994,207.99558250219198,0.3629762624440339,6.937224845830253
8.168003921729838,23.768904584943535,0.9416437899092756,2.715440527282252,33.96465684863913,65.99669281153226,1711.580076432623,7.532681046342741,Silt,14.41,Sugarcane,Flowering,Zaid,Rainfed,Reservoir,12.09,No,56.23,South,1735.3489810175665,255.80778068795968,0.2288079201395204,7.715019869627857
6.619751046602582,8.517157967981323,0.947090217716287,2.0633818029167807,40.64863571042434,85.8018005158267,176.3606433155452,10.31678949199533,Sandy,18.75,Maize,Harvest,Zaid,Rainfed,River,1.71,No,24.6,West,184.8778012835265,419.2575530254019,0.27061132214251804,8.156936617412406
5.862785710797405,44.02984037758378,1.0766145007742909,2.06704096346253,33.71555146879278,28.6671039466077,22.879206933029604,4.813848742778914,Clay,13.27,Potato,Vegetative,Zaid,Drip,Reservoir,9.97,No,74.09,South,66.90904731061339,162.2471508165281,0.30384605408132787,6.863641279863241
4.851893897276239,20.763146587817324,0.7371458609594256,1.609214742929782,41.26955480467494,56.57305449855729,61.86295613594368,8.845628519323855,Sandy,11.21,Cotton,Vegetative,Kharif,Drip,Rainwater,7.35,No,27.9,Central,82.62610272376101,364.27128492868013,0.24926340998324728,7.752499520740062
6.646637123711323,21.136017438880604,0.8762390110456847,1.609203774668725,34.576814381443384,76.62620827270449,1016.791872630584,4.43469015758464,Sandy,14.54,Maize,Flowering,Rabi,Canal,River,4.19,No,90.91,Central,1037.9278900694646,152.8247911063612,0.29445055545722293,7.879618486444438
6.424618171250491,17.33895878168369,0.5232416291465958,1.889602506379378,34.65299833598002,27.33220139013312,326.7197811814558,6.566207656081564,Sandy,11.29,Rice,Flowering,Rabi,Drip,River,12.43,No,13.71,North,344.05873996313954,222.966000317876,0.1641574067932898,6.844044437782063
6.447084517826914,20.305242532027172,0.7193860047334197,1.2960627055858953,17.143370443670005,53.17039929599191,176.91054980877905,9.031150743453253,Clay,16.55,Wheat,Vegetative,Zaid,Canal,River,8.06,Yes,113.68,North,197.21579234080622,153.2914645741972,0.27622183884129903,6.808695325060267
6.184031634496501,22.28482687794158,0.9243009828883704,3.2199273146240133,41.63338605749417,79.75236846223035,74.99091922108497,5.663262079854271,Clay,11.01,Wheat,Flowering,Zaid,Canal,River,5.56,No,40.68,West,97.27574609902655,235.69481181229622,0.1994308813702393,8.104161820578215
6.625093682577599,14.082756425298243,0.825632476626901,3.300601249101035,16.108672591694468,26.527450516674676,282.6620694197292,8.847878693365182,Clay,19.41,Maize,Flowering,Rabi,Drip,Reservoir,2.9,Yes,27.29,East,296.74482584502744,141.88730400454324,0.17422921900126978,6.056858589188981
5.924433552617754,33.78571907774463,0.5291133572425347,1.025665151483313,39.32645309013971,66.27329794720984,279.03620175567625,10.702807815008782,Clay,11.32,Potato,Vegetative,Zaid,Canal,Reservoir,3.47,No,60.06,North,312.8219208334209,420.9701947025137,0.22642919232761796,7.8593356091799125
7.076080803571501,16.911301159274586,0.9508914962557499,1.8496326756911659,33.02910003600225,64.18716301843334,2114.213402275344,7.295007056451667,Loamy,16.61,Cotton,Vegetative,Kharif,Canal,River,0.98,No,32.69,South,2131.124703434619,240.46975621479118,0.3046111052534686,7.658970990176447
6.624590129735641,8.669589086672696,0.9307583121422113,2.0948358432816674,40.553668703938044,86.17985388559697,176.44532727037372,10.354897271668174,Loamy,17.31,Maize,Harvest,Rabi,Rainfed,Rainwater,13.45,No,93.8,Central,185.1149163570464,419.7815833867348,0.26462728005182523,8.158854673115918
7.022767170279655,16.07696490611966,1.3666003775598514,2.7523418869598766,26.139989054361656,28.460173962759637,283.781819998681,7.6140596232795295,Clay,16.6,Rice,Vegetative,Rabi,Sprinkler,River,13.57,Yes,77.16,East,299.85878490480064,196.40644083101702,0.3068276949784573,6.607360263793726
6.279590676639474,13.415425382204068,1.1580888099065876,2.273924819713845,22.572557944942616,69.84794990521694,64.60583861829258,6.4276113384439,Silt,11.16,Maize,Flowering,Zaid,Drip,River,9.82,Yes,63.02,South,78.02126400049664,140.86170047113632,0.30499141407336056,7.346444841413348
7.235479800795629,16.118682707927274,0.4008255893757669,1.7340523003100716,36.542662623108896,82.39295542506301,175.91077700805,10.703302357503068,Silt,7.98,Wheat,Flowering,Kharif,Sprinkler,Reservoir,2.97,No,67.87,South,192.02945971597725,390.86119823787993,0.13812483071039167,8.006477697963971
4.977746423750867,9.75576854439588,1.197472349193735,3.136209334959109,39.7468761989835,38.44027569689415,68.13676397342142,6.215657941170819,Sandy,13.51,Cotton,Harvest,Zaid,Sprinkler,River,2.21,No,110.78,North,77.8925325178173,245.36937183489692,0.2552887406727121,7.328777905603383
7.382407368881852,13.261924091259164,1.4423130030507987,2.734299195118722,34.210729600477755,53.569714647698945,122.34850402440638,6.35061910213556,Loamy,13.75,Rice,Vegetative,Kharif,Canal,River,4.76,No,118.43,Central,135.61042811566554,217.167655392202,0.3267587521527291,7.508316361867725
6.033968649911234,32.52612025476647,1.4509212612736395,1.1850669370050175,36.261152877120786,37.570601524284044,248.19724505333852,5.018173334249327,Loamy,19.59,Potato,Vegetative,Rabi,Canal,Groundwater,4.72,No,56.9,West,280.723365308105,181.35929263349448,0.5092610169663884,7.213334025289045
5.1014342575187825,8.867568234813962,1.2510681480015817,0.5906204617629505,38.714323331024914,80.34863769712119,2169.5690217364954,10.379318519984183,Clay,19.26,Wheat,Flowering,Kharif,Canal,Rainwater,14.58,No,17.46,Central,2178.43658997131,401.56867017300186,0.5887811306698363,8.041839362331489
6.780399264845455,13.650069028457086,0.6928167057483631,2.557054426769274,32.03499826351672,37.15366465556488,759.9129351543311,5.914366588503274,Sandy,19.27,Wheat,Vegetative,Zaid,Rainfed,Groundwater,13.37,No,45.79,South,773.5630041827882,188.55006477368343,0.18669362725937147,7.044054458362385
7.60985451537253,14.264183413908839,1.3323908865293974,2.496527588588439,34.88124622915736,71.37179252737944,356.26622287323244,8.065800165451087,Clay,13.93,Sugarcane,Flowering,Kharif,Drip,Reservoir,13.16,No,44.01,North,370.5304062871413,281.3880581938817,0.32356612676198904,7.816625043980969
6.595046499064786,15.657509368648075,1.1827011517718162,2.599436912709151,28.18767593925989,28.00765789031492,284.9864632417644,7.0313676943781145,Clay,12.6,Wheat,Vegetative,Zaid,Canal,Reservoir,11.12,No,70.15,North,300.6439726104125,192.20359965972352,0.2750768972807934,6.6596478914594766
7.398391493118828,17.140951883365943,1.09,3.2315434647772268,32.12198121378738,76.81544599101396,2339.37916579589,5.37997625180676,Sandy,11.53,Maize,Vegetative,Rabi,Sprinkler,Groundwater,0.4,No,104.99,South,2356.520117679256,172.38958439319563,0.22919670825868432,7.810393577647447
5.097019835814576,12.62713789230223,1.1675094387073868,1.1357368003387225,35.579269492132866,38.05868221063975,1034.036649499301,8.243271408932474,Clay,19.01,Maize,Flowering,Kharif,Canal,Reservoir,10.74,No,80.66,Central,1046.663787391603,293.40028758042894,0.5297297740634812,7.203084222233809
6.990591752560482,14.791818613638513,1.1306575028449797,2.6985534937410445,35.81610429564349,62.76339948586205,1906.7559427853278,5.409572623150763,Silt,10.82,Maize,Vegetative,Kharif,Canal,Reservoir,3.67,No,27.62,Central,1921.5477613989663,193.75082848382434,0.26678803268337437,7.717966467645754
5.727188708245447,42.52695509351969,0.4075282992504139,1.299471281565393,38.20475427406953,88.17408510734334,28.384009176915352,9.944603810494206,Loamy,14.63,Sugarcane,Flowering,Kharif,Rainfed,Groundwater,9.17,No,41.32,North,70.91096427043504,379.7103140173153,0.22722285121811714,8.121639255735667
5.092596977574039,13.726282310437204,0.9516020149506409,1.3885380740479536,26.97286980070491,84.18835864358282,156.73509320761605,7.841153068688386,Clay,16.16,Maize,Flowering,Kharif,Canal,River,5.58,Yes,56.18,West,170.46137551805325,199.3339931680831,0.3349034553473139,7.695747497646121
7.667138230959653,62.300393519558256,1.114804482092064,2.367257781804131,32.68744458295586,44.65063515230533,292.9838480753362,8.874361145738966,Sandy,17.36,Sugarcane,Flowering,Zaid,Drip,River,6.74,No,110.49,South,355.28424159489447,290.0810865279401,0.27279315125200265,7.232678189732482
7.828287919528684,10.452735582329122,1.581379238574234,1.521726649901809,34.59069274130793,69.42911785609567,2317.1729457983974,5.141724568554596,Clay,16.96,Potato,Flowering,Kharif,Sprinkler,Reservoir,7.15,No,6.48,East,2327.6256813807267,177.85888235367415,0.48760469575618753,7.776749481248628
7.61367568284263,18.345702333604557,0.909486475736055,1.095080792013924,40.48340563952591,34.13251228676983,35.92800212141847,9.894378237428276,Sandy,8.47,Cotton,Vegetative,Zaid,Drip,Rainwater,7.99,No,102.99,West,54.27370445502302,400.3400422337653,0.3782461447185054,7.228049992438601
5.412011810870463,11.617490990924487,0.8701558903429647,2.2404381438527374,32.86224151915382,46.737103646961884,1788.683455624049,4.91582048791611,Clay,19.91,Sugarcane,Flowering,Zaid,Sprinkler,Rainwater,8.84,No,66.92,South,1800.3009466149733,160.46706611087754,0.2441889969086745,7.332285995900799
6.646439529756102,23.896094393777926,1.3310383479856727,1.5679970517346113,33.902607671239984,41.170053085205495,1445.7778642565784,8.07941887957701,Loamy,15.76,Sugarcane,Vegetative,Zaid,Drip,River,3.81,No,83.85,North,1469.6739586503563,274.05732141722746,0.43838768182125,7.234247085571653
7.079257754618826,14.653446877795014,1.2438129121557517,2.2945831230143208,37.74970768541175,73.3612125294935,2298.085137222212,6.513464666612711,Loamy,12.11,Sugarcane,Flowering,Rabi,Drip,Groundwater,9.77,No,42.05,Central,2312.738584100007,245.7188702258871,0.3252120497044288,7.922955388480762
7.554440321196092,17.86283876196964,0.5135501364291503,1.9955570281442527,39.03042653776589,54.29573197168146,1758.236785062798,5.238448803306988,Silt,18.07,Maize,Flowering,Kharif,Canal,River,3.44,No,106.83,South,1776.0996238247674,204.13006930914202,0.15628976646564227,7.628346847683008
7.12717861282316,17.557563790293987,0.8932338333530321,0.9502278924705765,17.556793435352333,62.41428345456002,167.70233978934846,4.885320169323384,Loamy,18.18,Wheat,Flowering,Zaid,Canal,Rainwater,0.69,No,36.15,Central,185.25990357964244,86.53317356838713,0.3740701461171524,6.992975153686733
7.476998568867718,18.314733943233215,0.9269729823721915,1.1886543214820733,30.478770978786997,29.75620755422878,222.165891842546,7.920284487600901,Loamy,5.82,Sugarcane,Flowering,Kharif,Drip,Rainwater,8.99,No,68.19,East,240.4806257857792,241.42637949547873,0.38317718130901424,6.80051532002833
5.11609077345889,24.823029620356692,0.6062836721650529,2.5038138282795455,36.14525110875212,81.80980920347687,209.9474873124288,7.981806260420624,Loamy,17.31,Maize,Flowering,Zaid,Drip,Rainwater,2.35,No,85.89,West,234.77051693278548,287.35505425589946,0.18615069327822398,7.990347838411532
6.045860438950927,43.03879605419527,0.8041520076768089,0.9503675725642862,39.77405077956493,58.042669270791926,246.0808845046614,6.162569697770037,Clay,15.71,Cotton,Vegetative,Kharif,Drip,Reservoir,2.71,No,93.95,Central,289.11968055885666,245.1622551503406,0.373114824170259,7.7429526119130765
6.80675685339485,12.442707007969052,1.1094425283083422,1.915700927445212,20.88650762626586,66.73928182732988,67.96591247019607,6.930418103768743,Silt,12.37,Wheat,Flowering,Rabi,Rainfed,Rainwater,8.17,No,103.47,South,80.40861947816514,144.7751508773297,0.32042255662672225,7.2403369632459125
6.05978264392179,41.6890532898705,0.7956041696997996,2.2321707456403237,33.81694694907739,31.20778498116779,22.864721864417515,4.628439864544198,Clay,13.27,Potato,Vegetative,Zaid,Drip,Reservoir,9.97,No,74.09,South,64.55377515428802,156.47317070665235,0.22246915586992486,6.953606191789303
5.986940726494938,12.276946189457657,1.1369147774220232,1.5092133297728592,36.11769325320509,88.06308795405934,644.2265337357724,7.623845943732203,Clay,19.37,Rice,Flowering,Kharif,Rainfed,Rainwater,6.83,No,90.08,West,656.5034799252301,275.35534576618596,0.3714235301190685,8.0651349372087
5.627116956294992,15.960214073436383,0.6329654090903423,1.3738056381080734,30.5110049597884,58.89971949829694,1753.8293251397986,4.396935777969086,Clay,19.91,Sugarcane,Flowering,Zaid,Sprinkler,Rainwater,8.84,No,66.92,South,1769.789539213235,134.3605703122961,0.24334231176854437,7.481285395661145
8.165619784426022,23.624266921845358,0.9555512575148696,2.650274107644611,34.17326886272304,65.98079856284015,1712.1415407676716,7.523939209562082,Silt,14.41,Sugarcane,Flowering,Zaid,Rainfed,Reservoir,12.09,No,56.23,South,1735.765807689517,257.03943396623544,0.2387459105655798,7.720514743363077
6.38617455100382,13.140378018105784,0.7385311338488465,2.549729158198004,37.25982511324571,76.40757158337175,683.630590309047,10.788634569733942,Sandy,14.76,Rice,Flowering,Kharif,Drip,Reservoir,13.47,No,0.37,Central,696.7709683271528,402.1027731717884,0.2136927403441754,7.899726437924633
7.305072279821053,18.686479398249656,0.6416590957671775,1.7491615006417054,31.041708662889764,36.64842213552858,232.09533668233658,8.391789894185521,Clay,19.16,Maize,Vegetative,Rabi,Canal,River,9.28,No,92.68,East,250.78181608058622,260.52691473252065,0.2474679336591757,7.0369941162569
6.468036028982035,10.341724973883705,1.4107551096884403,1.59488050143287,31.43055765997994,73.0698580529244,294.14745069723455,6.050270177590808,Loamy,18.98,Maize,Harvest,Zaid,Rainfed,Rainwater,3.29,No,5.65,East,304.48917567111823,189.88993684649262,0.4399227357581472,7.725775046437974
6.383201711101703,13.98037771516881,1.361934905218982,0.6174937901672416,18.803693372519078,39.01436659705864,221.12907838215008,5.622307495184488,Clay,19.91,Sugarcane,Vegetative,Kharif,Drip,Rainwater,5.42,No,103.14,East,235.1094560973189,106.07704172993031,0.6007571277504472,6.587969289540324
7.469624971402908,9.57238891557524,1.0339908945323897,0.5358443548380902,12.47340342598919,34.04741167924426,106.04840234499991,9.076080639442493,Loamy,19.94,Sugarcane,Vegetative,Zaid,Canal,Rainwater,3.8,No,46.9,South,115.62079126057516,113.12971951087383,0.5330207802305077,6.049596807709773
7.8784234942298,63.78680388045876,1.4595330695328312,2.8417229344107784,32.64296347489899,33.956635423632065,291.223137548085,8.863240868724747,Sandy,17.36,Sugarcane,Flowering,Zaid,Drip,River,6.74,No,110.49,South,355.0099414285437,289.32279483834054,0.31764202558174354,6.986719537213501
7.31871867603597,17.593850453338177,1.2253472672322645,1.878752430542283,22.347019335104005,41.73449692312835,83.56351290827506,7.25305465535471,Silt,10.6,Wheat,Flowering,Kharif,Rainfed,River,8.36,Yes,46.3,Central,101.15736336161324,161.91134832756268,0.36225139157769154,6.834582144069408
7.375015647645239,16.924124747163976,0.5973356997249912,2.3346609676864896,18.511168357511174,29.74572500756274,274.14447319594365,8.337116632691647,Silt,16.77,Potato,Vegetative,Rabi,Sprinkler,Rainwater,12.99,Yes,23.87,North,291.0685979431076,153.0958287946425,0.15774098173514478,6.306051703325927
4.858235200205212,18.463367392242986,0.8280378696080436,1.9748965451672453,39.86178555444286,60.53425506152264,57.821432402544666,9.266268280279087,Sandy,11.21,Cotton,Vegetative,Kharif,Drip,Rainwater,7.35,No,27.9,Central,76.28479979478765,366.73054789291814,0.24686337694331337,7.77729757605804
6.50836694634801,17.744025556751925,1.4137264781998602,1.2696001450621965,39.56466397428372,44.8266701261328,125.14318546113208,6.2250403230859535,Silt,3.99,Maize,Vegetative,Rabi,Drip,Rainwater,6.27,Yes,18.82,East,142.887211017884,246.2634935420404,0.5750128767194803,7.450534983575978
6.8890037794459165,31.97033362207121,1.4172124910470112,0.7945030825969862,30.977567459014143,81.93701372408582,186.6213583457654,9.277702314124145,Loamy,17.31,Maize,Flowering,Zaid,Drip,Rainwater,2.35,No,85.89,West,218.5916919678366,286.61051029621024,0.6119383074926502,7.838135298083291
7.236724503894575,19.579671490309305,0.5894845454027785,0.700365537044194,18.8337724370259,58.99669673337945,64.24705301358527,8.276293264912242,Silt,12.37,Wheat,Flowering,Rabi,Rainfed,Rainwater,8.17,No,103.47,South,83.82672450389458,153.8819196946615,0.29744335634420443,7.004945504757557
7.526482336212883,16.280448647081037,0.6526001128384497,0.878236681635631,20.041574886590332,61.627468339675374,67.83603368913184,7.7283353839934605,Silt,12.37,Wheat,Flowering,Rabi,Rainfed,Rainwater,8.17,No,103.47,South,84.11648233621288,153.3374044810574,0.2980758699720809,7.112911984229628
6.633027886086505,15.996284857608131,0.6477760959478893,0.874519124426263,26.733878296727976,83.69797927446797,168.5814804678937,7.964936251912456,Silt,1.4,Sugarcane,Flowering,Rabi,Canal,River,7.73,No,51.09,East,184.57776532550184,208.2501809073882,0.296483533993283,7.702917208432016
7.05657404375671,16.10963159614095,1.2039711597296772,2.53726344859471,35.38172087860166,57.56729405415912,1899.6133597633361,5.36191874617571,Loamy,12.1,Maize,Vegetative,Kharif,Canal,Groundwater,0.47,No,108.29,North,1915.722991359477,189.80679201281248,0.29738279533169776,7.595469081611705
7.156224309598736,22.21535908105008,1.3781860108812714,2.307059786346662,32.90387026805969,77.39133876255612,2319.5942141503515,5.299166861522539,Sandy,12.42,Potato,Flowering,Zaid,Canal,Rainwater,6.27,No,119.83,North,2341.809573231402,174.32672157783352,0.3513865651772726,7.840927445137591
7.167495083121721,20.16711760957202,1.1056644105790288,1.055351295969244,32.52023675189087,76.79261830728987,228.71916869018168,5.052569275818193,Clay,2.82,Wheat,Flowering,Kharif,Canal,Groundwater,8.01,Yes,12.11,West,248.8862862997537,164.0291912762529,0.42917992263493066,7.815017407757452
6.158520893753833,20.70338997589888,0.999740947654584,1.5544651808759529,18.579805022022956,46.94186349547128,175.24278550143123,8.13661002410112,Clay,15.25,Potato,Flowering,Rabi,Rainfed,Groundwater,8.94,Yes,5.82,West,195.9461754773301,140.5356035762939,0.3290834661482908,6.723635460724562
7.283987556710854,15.182748317350015,1.1339578963990538,2.476842580974297,38.80581385961818,76.15502531657862,2292.934435006165,6.466027273445046,Loamy,12.11,Sugarcane,Flowering,Rabi,Drip,Groundwater,9.77,No,42.05,Central,2308.117183323515,250.894764194411,0.2829956446867568,7.991118423888161
6.370872995347484,12.545233286133891,0.3874476671386611,2.9416793375138552,32.68542569181723,69.23210086831357,24.965746717911774,6.842761664306694,Clay,11.21,Rice,Vegetative,Kharif,Sprinkler,River,13.18,Yes,21.15,Central,37.51098000404566,223.33379909891153,0.09367518285658862,7.7133446965620935
8.0443655470579,15.472278602860879,0.8682732936861396,1.4990070423893085,39.91716603416297,57.63522399696098,1990.9837530331256,5.096923564621428,Loamy,19.13,Rice,Flowering,Rabi,Canal,Reservoir,12.3,No,73.61,South,2006.4560316359864,203.18907246508667,0.29701127602417526,7.740667455067309
6.434352528018784,13.231729312919445,0.6444501604689501,1.7737538722626514,36.573052328065415,53.050719661243306,115.70947325458376,7.2678006418758,Silt,15.67,Wheat,Harvest,Rabi,Canal,Reservoir,7.43,No,68.64,North,128.9412025675032,264.1460209552812,0.20641281333654105,7.562052402433136
6.87789554348156,10.707991555698895,1.4735855095108008,2.1930741202382773,12.578817201092729,62.12356372287144,4.513963773777003,6.880442272411091,Loamy,13.81,Potato,Flowering,Rabi,Drip,Reservoir,3.81,Yes,32.4,East,15.221955329475895,85.76091418975213,0.40368484200987076,6.655852197719855
6.545005650070566,15.592387037645075,0.5562316372706595,0.38127118776462376,40.39573729515251,66.556881317273,1003.4298475262075,5.238774012799906,Loamy,10.67,Sugarcane,Vegetative,Kharif,Drip,Rainwater,7.1,No,43.02,Central,1019.0222345638525,211.7571818208344,0.3440776081186795,7.894804365762774
6.27891524292381,16.41644739276318,0.4519167960978354,2.052378433562366,14.909973552404843,39.31232917699035,257.4063999555003,9.358523851698994,Loamy,13.32,Rice,Vegetative,Kharif,Sprinkler,River,11.58,No,86.16,East,273.8228473482635,132.22432163816467,0.13757002655077655,6.345804619340809
7.20190036383834,17.584250129942266,0.874849910484218,0.9526000115504235,17.679550597734412,62.172623823300604,168.6114544266998,4.91467514293649,Loamy,18.18,Wheat,Flowering,Zaid,Canal,Rainwater,0.69,No,36.15,Central,186.19570455664206,87.58680363038046,0.3674530287617853,6.9966931612880545
7.1746306849442805,15.91870960123923,0.40447878721188674,2.1149083324163445,37.655793570817984,57.755236512726455,1763.329731168265,5.375674873667905,Silt,18.07,Maize,Flowering,Kharif,Canal,River,3.44,No,106.83,South,1779.248440769504,202.38832704131113,0.11957496696795065,7.678219872250347
7.597710457291539,16.68619486845989,0.6100678752893468,1.1568959538193777,30.543628831366064,27.70286398605392,83.01770134872687,10.309126729803157,Loamy,4.66,Rice,Vegetative,Rabi,Sprinkler,Rainwater,13.58,No,48.64,West,99.70389621718678,314.2374469497415,0.2526867019715207,6.73368717692439
5.507596362679011,8.833836414998956,0.55,0.9837077606489011,39.49036633388632,36.29464038663247,1556.059485894934,10.202808204866757,Clay,12.12,Cotton,Vegetative,Kharif,Canal,Rainwater,3.9,No,26.1,East,1564.893322309933,402.3368700351863,0.24477238435790136,7.260659298943593
5.761611005070306,45.23203393975284,1.2209372427673575,1.9822327542501095,33.66347625260972,27.362247815392035,22.886646249627184,4.909071995227947,Clay,13.27,Potato,Vegetative,Zaid,Drip,Reservoir,9.97,No,74.09,South,68.11868018938002,165.21258144138935,0.3456400231494867,6.817436634209511
7.414461784614195,21.482536073853318,1.1920796553845314,1.3383261538444047,39.69485252923057,70.81769742764133,213.91059199998182,9.599800861538672,Sandy,13.92,Wheat,Vegetative,Rabi,Rainfed,Groundwater,8.97,Yes,18.22,Central,235.39312807383513,381.0574547377295,0.43210116770184215,7.906783745408427
5.108474314209677,18.04572551988707,0.8937311721129002,1.4103399002661279,17.32611554266142,76.58133773968542,89.79882834504038,9.49748553666932,Clay,17.81,Potato,Vegetative,Zaid,Rainfed,Reservoir,12.47,Yes,46.68,Central,107.84455386492745,146.96101910384306,0.31234351516224723,7.121309821055265
6.845460015713368,17.94858124942731,0.6665520217803693,3.0116595004474203,35.947162513476265,43.49717976211604,1254.8602321767305,5.18590713515642,Silt,15.64,Maize,Vegetative,Rabi,Sprinkler,River,3.79,No,66.77,South,1272.808813426158,185.82752437653397,0.15662357038837946,7.257997370197231
7.396195908905491,60.39429051703688,0.6727406934773803,1.7588259007000502,32.74448507180937,58.36411934750277,295.2417007591209,8.888621267952344,Sandy,17.36,Sugarcane,Flowering,Zaid,Drip,River,6.74,No,110.49,South,355.63599127615777,291.0534842616703,0.21528105616149695,7.5480840415717525
7.664023641989462,17.069485721715814,1.2063142106769258,1.6837445978623398,35.738840013521454,64.351733073302,1205.4272833658372,7.556681467612946,Sandy,10.15,Maize,Flowering,Kharif,Drip,River,14.23,No,100.08,Central,1222.4967690875528,270.18606308551483,0.38271548312111386,7.740819396971032
6.27519719352396,21.394555801512933,0.9378069916331792,3.366242409359442,41.78532865587327,81.95272238690545,74.22445322481707,5.600234039045163,Clay,19.04,Potato,Vegetative,Zaid,Rainfed,Rainwater,1.0,No,80.34,Central,95.61900902633,233.99405640609888,0.19477758054408495,8.13836502182587
7.345902262185968,19.653646663508027,1.0367105253195268,1.7449248083296705,34.07390966399324,80.95755663036516,850.1417480265097,10.067030099382924,Silt,17.71,Maize,Flowering,Zaid,Sprinkler,Rainwater,2.76,No,18.83,East,869.7953946900178,341.8796626462952,0.3204576743211545,7.918696693683941
4.998145953120628,8.899854176373626,1.1891999870505745,0.6592649054630636,38.42604321419453,77.57043149447405,2167.589135068638,10.509221626521404,Loamy,10.68,Rice,Vegetative,Zaid,Drip,Rainwater,12.15,No,106.17,South,2176.488989245012,403.79808690301,0.569576612145964,7.972572989854878
7.9768031004098265,21.60212630610164,0.6685400552705485,0.902652854321913,19.431635896831637,53.59357872877739,171.94456576128482,8.251412522698622,Clay,16.55,Wheat,Vegetative,Zaid,Canal,River,8.06,Yes,113.68,North,193.54669206738646,160.23798401550206,0.3020465320990018,6.948984151848408
5.238725602343935,10.933004208854555,0.8467317259114916,1.2594297739584446,31.265882127474114,82.46418676002537,218.84254113997417,7.64431305026036,Silt,15.89,Rice,Sowing,Zaid,Sprinkler,River,14.14,No,72.45,Central,229.77554534882873,238.8936127455579,0.3192509905968775,7.854660706897649
6.881489544981839,12.958611512324216,0.5957700368174339,2.7733876262611368,31.173709076754726,32.663234411906686,754.5288668342672,6.108459926365132,Sandy,12.6,Sugarcane,Flowering,Kharif,Rainfed,River,13.8,No,58.34,West,767.4874783465914,189.93977307277433,0.15100153105905076,6.904681345187457
6.583209871717564,20.24722122726453,0.9972889278185803,0.8739401617832757,33.10216597453936,71.68483468501482,230.556839919598,4.899430006700168,Clay,2.82,Wheat,Flowering,Kharif,Canal,Groundwater,8.01,Yes,12.11,West,250.80406114686252,161.78263819829147,0.4247238511841835,7.7599372319418904
5.8165161531022695,14.360081828489847,0.987198618545042,1.9772537725309438,21.24433602621219,74.97968969369654,174.59737438930873,7.886808288729748,Silt,1.68,Rice,Vegetative,Zaid,Rainfed,Groundwater,8.34,No,111.82,West,188.95745621779858,163.14781692486636,0.2890145387822419,7.354221228149002
6.1841358622908436,20.47159344380133,0.8287379307879521,2.3437479297155432,28.506097240812288,34.81177397558186,276.24248757829326,9.439562931681625,Sandy,11.66,Cotton,Vegetative,Zaid,Drip,River,8.12,Yes,1.77,North,296.71408102209455,268.84858502335436,0.2272832979297391,6.874540748130705
7.961523166509631,20.30112991316036,1.3742997590481885,2.6945944229726235,39.00142512925983,58.10220970334574,122.1016956980031,6.29262898448882,Silt,3.99,Maize,Vegetative,Rabi,Drip,Rainwater,6.27,Yes,18.82,East,142.40282561116345,245.4145799548204,0.3310320648916865,7.7198939677963905
7.072121350583106,12.807937597064324,0.800029473823715,1.3461991512813885,38.63764870261029,69.16426048742369,96.82064207052237,4.618403079552521,Silt,11.47,Potato,Flowering,Rabi,Sprinkler,River,10.84,Yes,4.87,West,109.62857966758669,177.38955057083595,0.341769333696147,7.888835155773979
5.960119977188363,19.015862432022228,0.8683236094044292,2.289061823711912,37.579145098545666,75.09245269632945,1323.1733273380328,5.546007340470922,Sandy,15.49,Sugarcane,Flowering,Kharif,Rainfed,Rainwater,10.21,No,114.97,South,1342.189189770055,207.24681483960464,0.23369978855036747,7.9273450785520545
7.692425024849906,19.968202223944424,0.6684348250664348,1.6817105506348216,34.79166154955218,34.55297908006135,2375.9010898120273,8.226686050093502,Loamy,19.76,Sugarcane,Vegetative,Kharif,Canal,Rainwater,1.41,No,29.57,East,2395.8692920359717,286.04978000104813,0.24991640528448192,7.0490152154506545
5.012757109403102,8.565599209388461,1.243600598686577,0.5294799017463498,38.59670942931359,80.95677624446188,2168.409217983509,10.45399401313423,Clay,19.26,Wheat,Flowering,Kharif,Canal,Rainwater,14.58,No,17.46,Central,2176.9748171928973,403.401076092791,0.5980322410352861,8.047039467583739
