num__Soil_pH,num__Soil_Moisture,num__Organic_Carbon,num__Electrical_Conductivity,num__Temperature_C,num__Humidity,num__Rainfall_mm,num__Sunlight_Hours,cat__Soil_Type,cat__Wind_Speed_kmh,cat__Crop_Type,cat__Crop_Growth_Stage,cat__Season,cat__Irrigation_Type,cat__Water_Source,cat__Field_Area_hectare,cat__Mulching_Used,cat__Previous_Irrigation_mm,cat__Region
7.21,15.03,0.9,2.0,33.61,26.31,775.55,6.84,Sandy,19.77,Sugarcane,Flowering,Zaid,Sprinkler,Rainwater,7.85,Yes,116.84,Central
4.84,9.0,1.49,0.56,26.87,77.76,1402.0,4.13,Loamy,2.14,Sugarcane,Vegetative,Rabi,Drip,Rainwater,7.3,Yes,63.93,South
7.05,64.82,1.1,0.89,39.58,61.12,262.32,7.07,Clay,8.34,Cotton,Flowering,Rabi,Canal,Reservoir,3.75,No,36.3,North
5.22,54.49,1.56,1.71,38.97,73.04,2371.29,7.93,Loamy,8.89,Wheat,Vegetative,Zaid,Rainfed,Groundwater,1.8,Yes,15.56,Central
6.66,49.33,1.26,0.57,28.98,26.1,1624.58,9.43,Sandy,8.96,Rice,Sowing,Rabi,Rainfed,River,1.9,Yes,86.57,North
6.49,61.98,1.46,0.47,39.47,39.89,1695.87,10.1,Silt,9.0,Cotton,Vegetative,Rabi,Sprinkler,River,11.79,Yes,68.7,Central
7.99,27.84,1.54,3.09,27.45,30.16,2254.27,6.38,Sandy,6.1,Potato,Flowering,Rabi,Canal,Rainwater,14.31,Yes,60.75,South
7.05,46.94,0.4,0.24,38.61,38.87,993.86,8.63,Sandy,1.03,Maize,Sowing,Rabi,Drip,Rainwater,13.35,No,23.85,Central
5.81,37.81,1.57,1.08,40.3,26.93,769.67,5.13,Clay,11.06,Potato,Flowering,Zaid,Drip,Groundwater,11.5,No,57.29,North
7.68,8.82,1.24,1.94,17.1,33.6,1970.56,5.13,Silt,7.09,Sugarcane,Flowering,Kharif,Drip,Groundwater,12.49,Yes,52.17,East
4.87,44.53,0.64,2.64,29.5,73.53,1266.54,6.6,Sandy,9.25,Maize,Flowering,Kharif,Drip,River,2.03,No,94.15,East
7.96,19.62,0.82,3.18,20.02,44.33,1035.49,4.31,Loamy,8.86,Maize,Flowering,Kharif,Sprinkler,Reservoir,9.96,Yes,48.17,Central
7.31,44.94,1.0,2.75,20.34,53.75,2373.12,5.32,Loamy,10.13,Maize,Flowering,Kharif,Rainfed,Reservoir,0.38,No,73.01,West
6.21,50.64,0.65,0.28,14.77,73.15,1823.56,4.62,Loamy,18.21,Rice,Vegetative,Zaid,Canal,Rainwater,14.68,Yes,55.47,South
6.86,20.17,0.79,0.29,19.94,85.65,2234.03,8.31,Sandy,15.9,Potato,Vegetative,Kharif,Rainfed,Reservoir,12.36,No,34.69,East
6.14,43.4,1.56,1.28,32.66,72.86,2442.68,5.76,Loamy,17.88,Rice,Sowing,Zaid,Rainfed,Reservoir,5.72,No,97.55,Central
7.64,8.26,0.93,0.41,28.33,60.08,2141.91,6.09,Loamy,2.41,Rice,Vegetative,Rabi,Canal,Reservoir,12.76,No,96.57,North
6.71,60.34,0.67,3.35,15.71,54.31,1770.85,9.11,Sandy,18.02,Potato,Harvest,Zaid,Rainfed,Groundwater,12.47,Yes,109.83,North
6.11,45.23,1.26,1.57,33.0,60.17,2312.12,9.28,Silt,9.49,Sugarcane,Sowing,Kharif,Rainfed,River,14.4,Yes,24.7,North
6.25,51.46,0.64,0.93,29.64,90.15,1536.36,5.47,Loamy,11.76,Cotton,Flowering,Kharif,Sprinkler,Groundwater,1.06,No,84.49,West
6.87,38.75,0.44,3.48,39.78,56.74,1497.54,7.86,Sandy,3.54,Potato,Sowing,Rabi,Sprinkler,Rainwater,1.71,No,75.65,West
6.3,63.23,0.78,2.08,21.35,72.75,2048.55,7.63,Silt,4.45,Wheat,Vegetative,Kharif,Rainfed,River,3.92,No,105.09,West
5.12,22.36,1.59,0.82,25.67,49.15,191.62,10.0,Clay,18.1,Wheat,Harvest,Rabi,Canal,Reservoir,10.91,No,77.58,Central
5.33,36.42,0.89,3.12,40.23,30.99,481.17,4.44,Silt,7.43,Wheat,Vegetative,Zaid,Rainfed,Groundwater,1.5,No,44.43,Central
6.39,49.75,1.53,0.97,32.68,79.45,1967.27,4.66,Clay,9.11,Maize,Flowering,Zaid,Canal,Groundwater,8.9,No,7.56,North
7.97,50.73,0.68,2.58,19.88,49.91,1173.85,5.86,Sandy,1.0,Cotton,Sowing,Zaid,Rainfed,Groundwater,1.28,Yes,0.43,West
8.14,25.58,0.45,2.33,40.07,81.92,1721.35,10.54,Clay,6.84,Cotton,Vegetative,Rabi,Rainfed,Groundwater,0.45,No,68.83,North
7.77,20.71,0.76,3.05,25.01,27.91,1040.37,7.74,Silt,9.65,Rice,Harvest,Rabi,Sprinkler,Groundwater,7.26,Yes,68.82,South
6.8,50.78,0.63,2.12,15.13,68.56,803.69,6.22,Loamy,17.39,Maize,Harvest,Rabi,Sprinkler,Rainwater,10.91,Yes,100.47,North
7.26,11.12,0.68,2.06,40.04,62.25,601.58,7.81,Clay,4.01,Potato,Vegetative,Rabi,Rainfed,Reservoir,0.38,Yes,35.73,Central
5.34,20.65,1.51,2.38,37.97,83.06,323.54,6.17,Sandy,13.01,Cotton,Vegetative,Rabi,Sprinkler,Reservoir,5.75,No,116.31,Central
6.3,45.17,0.37,1.62,32.97,34.31,952.73,5.06,Sandy,9.37,Rice,Sowing,Zaid,Drip,Reservoir,14.99,No,113.46,Central
6.59,58.23,0.84,3.41,35.74,54.14,1568.65,10.12,Loamy,17.44,Sugarcane,Sowing,Kharif,Canal,Rainwater,2.48,No,92.37,North
7.22,59.34,1.54,1.28,22.12,41.3,1791.36,4.19,Sandy,9.89,Potato,Vegetative,Zaid,Drip,Reservoir,0.4,Yes,93.93,North
6.83,34.88,0.74,0.57,26.19,62.63,382.5,8.14,Silt,1.63,Sugarcane,Vegetative,Zaid,Drip,Groundwater,0.84,No,26.68,West
5.96,16.86,0.67,3.23,22.01,79.41,1855.85,10.19,Sandy,14.31,Cotton,Sowing,Rabi,Sprinkler,Reservoir,1.83,No,116.79,Central
6.94,18.95,1.16,1.51,29.97,51.29,839.19,10.56,Sandy,5.45,Sugarcane,Sowing,Rabi,Sprinkler,Reservoir,6.65,No,65.85,South
5.31,64.64,1.26,2.63,34.77,52.38,523.15,8.66,Silt,9.42,Wheat,Sowing,Zaid,Sprinkler,Rainwater,6.01,No,88.39,East
6.79,16.87,0.33,1.89,12.59,46.8,1067.91,4.03,Clay,4.29,Sugarcane,Sowing,Zaid,Sprinkler,Groundwater,1.93,Yes,103.72,East
7.4,38.28,1.48,1.88,12.34,44.71,845.84,9.69,Silt,19.85,Maize,Flowering,Rabi,Sprinkler,Reservoir,0.45,Yes,8.73,North
5.81,51.28,0.66,0.94,23.69,41.21,43.57,10.11,Clay,17.71,Cotton,Flowering,Rabi,Drip,Rainwater,2.46,Yes,31.08,Central
5.26,27.77,1.1,1.9,39.24,49.5,1952.36,9.1,Clay,11.33,Maize,Vegetative,Kharif,Sprinkler,Groundwater,6.76,Yes,68.41,Central
6.78,64.21,0.68,0.31,33.34,46.18,2349.7,6.12,Silt,17.07,Cotton,Vegetative,Kharif,Sprinkler,Reservoir,8.31,No,0.32,East
8.03,39.46,1.36,0.83,30.44,26.22,2135.95,9.99,Sandy,20.0,Sugarcane,Sowing,Kharif,Sprinkler,Groundwater,4.54,No,55.18,East
6.76,17.07,1.33,2.86,28.76,56.97,1921.52,8.05,Loamy,5.1,Cotton,Flowering,Rabi,Sprinkler,Rainwater,4.13,No,47.21,West
7.36,48.44,0.38,3.38,34.63,85.31,88.66,6.23,Sandy,2.12,Sugarcane,Sowing,Zaid,Canal,River,8.18,No,67.63,Central
6.33,45.76,1.48,0.25,39.73,54.6,2016.54,10.57,Silt,3.23,Wheat,Flowering,Kharif,Drip,River,4.44,No,90.82,West
5.01,10.59,1.59,1.41,14.7,62.24,565.52,4.8,Sandy,15.97,Maize,Vegetative,Rabi,Drip,Groundwater,13.4,Yes,56.95,West
5.6,45.72,1.34,0.98,17.31,91.36,1529.32,6.73,Silt,7.54,Rice,Harvest,Zaid,Canal,Reservoir,14.76,Yes,34.63,West
7.0,27.9,0.61,1.57,12.13,32.72,1796.85,9.57,Sandy,13.67,Wheat,Flowering,Zaid,Drip,Rainwater,5.22,No,42.27,West
6.1,56.27,0.59,1.73,12.57,63.56,466.78,5.45,Sandy,3.79,Cotton,Vegetative,Zaid,Sprinkler,River,3.91,Yes,68.62,North
5.59,27.49,0.59,1.92,37.99,41.19,1093.35,5.68,Silt,7.15,Potato,Sowing,Zaid,Drip,Groundwater,9.7,No,9.73,East
7.44,12.93,0.54,2.88,31.11,25.9,56.77,8.25,Clay,7.16,Sugarcane,Vegetative,Kharif,Canal,River,8.57,Yes,78.27,South
5.88,18.52,0.77,3.16,14.53,76.67,720.99,9.56,Silt,1.4,Maize,Sowing,Rabi,Drip,Reservoir,4.08,Yes,21.5,Central
7.27,8.17,0.5,0.73,15.91,65.57,872.65,6.03,Silt,9.31,Wheat,Flowering,Zaid,Rainfed,River,6.49,Yes,45.51,North
5.89,38.9,0.95,3.48,41.61,43.8,643.43,5.79,Silt,13.19,Sugarcane,Vegetative,Kharif,Drip,Groundwater,13.86,Yes,75.31,Central
6.53,16.5,1.11,2.69,29.48,90.18,675.22,10.94,Sandy,15.31,Cotton,Harvest,Kharif,Drip,Rainwater,3.18,Yes,17.62,North
7.12,50.17,1.2,2.72,36.95,32.51,724.98,4.7,Loamy,11.02,Wheat,Vegetative,Kharif,Sprinkler,Reservoir,11.73,Yes,91.7,West
5.69,8.62,0.38,0.38,30.94,67.11,2027.57,4.71,Silt,13.17,Wheat,Vegetative,Zaid,Rainfed,Rainwater,0.98,No,64.25,West
5.21,22.75,0.5,1.22,23.75,86.89,1893.36,8.1,Clay,5.07,Rice,Flowering,Kharif,Rainfed,Rainwater,5.84,Yes,85.64,North
5.85,54.78,1.5,2.49,39.12,39.13,2004.71,7.58,Silt,3.11,Maize,Flowering,Kharif,Canal,River,7.47,No,70.97,East
5.36,20.97,0.63,3.21,39.66,74.93,1751.44,4.43,Silt,3.19,Wheat,Sowing,Zaid,Canal,River,11.63,No,63.25,West
5.5,22.17,1.18,0.92,36.15,54.25,489.29,4.66,Clay,14.58,Sugarcane,Flowering,Kharif,Sprinkler,River,3.25,No,59.24,Central
7.72,14.92,0.48,1.21,24.14,88.06,1061.06,5.8,Sandy,14.05,Rice,Flowering,Kharif,Canal,Groundwater,13.33,Yes,70.3,East
5.99,24.44,1.13,2.23,41.09,52.37,2152.47,7.02,Sandy,4.48,Cotton,Sowing,Zaid,Sprinkler,Reservoir,14.23,No,41.86,West
6.64,48.89,0.95,2.01,41.86,48.23,2235.55,6.41,Sandy,16.81,Maize,Harvest,Kharif,Canal,River,3.41,Yes,94.35,Central
7.68,39.46,1.54,2.28,17.64,72.11,2196.25,7.55,Silt,2.42,Rice,Vegetative,Kharif,Rainfed,Reservoir,4.75,Yes,87.74,North
7.29,32.16,0.65,2.77,17.83,42.46,2276.91,9.96,Sandy,5.27,Maize,Sowing,Zaid,Drip,River,14.64,Yes,114.1,East
6.87,26.14,1.19,3.11,25.56,42.75,708.66,8.9,Silt,13.98,Wheat,Vegetative,Rabi,Canal,River,6.8,Yes,69.73,West
5.04,48.02,1.34,0.79,16.87,89.96,2231.44,7.39,Sandy,4.46,Potato,Harvest,Kharif,Canal,River,12.52,Yes,28.86,South
5.54,43.25,0.62,3.45,22.11,73.74,2180.55,5.99,Sandy,11.29,Wheat,Sowing,Zaid,Drip,River,2.55,Yes,51.28,East
5.51,35.17,1.15,1.79,15.98,34.04,2471.78,4.09,Sandy,16.54,Potato,Vegetative,Kharif,Sprinkler,Rainwater,14.24,Yes,13.6,Central
5.61,60.2,0.71,3.38,30.38,69.83,1825.9,5.56,Loamy,17.45,Rice,Harvest,Kharif,Drip,Reservoir,13.52,No,107.76,West
6.18,34.68,0.44,2.67,34.23,33.74,951.93,6.73,Silt,15.93,Potato,Harvest,Zaid,Drip,Rainwater,5.69,No,108.44,South
7.29,58.15,0.46,0.99,20.17,59.29,1041.87,10.51,Clay,13.26,Potato,Harvest,Rabi,Sprinkler,Groundwater,7.49,No,26.26,South
6.23,49.17,0.47,0.69,37.75,78.26,1248.7,8.64,Silt,14.09,Cotton,Sowing,Zaid,Canal,River,11.98,Yes,24.2,West
7.8,22.32,0.36,1.59,33.09,92.75,387.55,6.45,Silt,8.95,Rice,Vegetative,Kharif,Drip,River,13.51,No,25.07,West
7.54,61.22,0.67,1.35,13.39,54.98,2353.39,5.69,Sandy,14.16,Potato,Vegetative,Zaid,Drip,Groundwater,11.91,Yes,100.01,East
5.55,20.87,0.94,2.8,26.18,74.23,2330.99,5.41,Loamy,7.2,Sugarcane,Sowing,Zaid,Canal,River,13.33,No,54.83,East
5.29,50.08,1.32,1.94,22.27,53.92,247.54,6.99,Silt,19.54,Wheat,Harvest,Kharif,Rainfed,Rainwater,6.0,No,27.54,South
4.87,52.02,1.4,2.53,15.47,25.5,1166.62,9.42,Loamy,2.7,Wheat,Harvest,Rabi,Drip,Reservoir,2.67,Yes,39.71,East
5.85,38.5,0.32,1.98,30.68,40.39,642.38,8.08,Sandy,1.24,Cotton,Flowering,Zaid,Rainfed,Rainwater,7.02,No,54.18,West
8.19,43.06,0.38,0.78,26.96,48.68,231.75,5.04,Loamy,4.26,Wheat,Vegetative,Zaid,Canal,Rainwater,9.85,No,24.7,North
5.9,44.77,0.66,0.36,33.71,92.41,468.12,6.55,Clay,4.21,Wheat,Sowing,Zaid,Rainfed,Groundwater,11.29,No,8.88,South
5.87,20.9,0.61,1.28,35.88,84.28,2416.15,8.64,Silt,14.75,Sugarcane,Harvest,Rabi,Drip,River,10.85,Yes,57.98,West
7.93,45.7,0.97,3.38,19.35,45.43,1589.39,6.62,Silt,6.81,Potato,Harvest,Kharif,Drip,River,8.15,No,18.77,North
6.1,46.6,0.66,2.15,17.04,43.75,110.56,5.67,Clay,17.45,Rice,Sowing,Zaid,Drip,Rainwater,4.07,Yes,59.56,West
6.46,49.19,0.65,2.73,14.02,33.74,597.77,6.46,Loamy,14.43,Maize,Harvest,Zaid,Rainfed,Groundwater,6.54,Yes,61.89,Central
6.72,10.35,1.12,2.01,15.18,90.11,1762.82,8.71,Silt,16.63,Cotton,Vegetative,Rabi,Sprinkler,Rainwater,12.71,No,71.73,West
7.95,16.73,0.97,0.39,25.99,80.59,2250.47,9.2,Silt,11.07,Wheat,Harvest,Rabi,Sprinkler,Rainwater,4.6,Yes,8.27,West
5.27,11.83,1.03,0.25,23.21,25.81,587.09,8.85,Sandy,1.73,Maize,Harvest,Rabi,Rainfed,Groundwater,9.03,No,29.72,North
4.86,35.1,1.43,1.33,14.47,26.84,815.24,4.76,Sandy,16.03,Cotton,Harvest,Zaid,Drip,Groundwater,8.89,No,101.74,North
6.14,33.53,0.56,2.1,26.43,31.37,848.99,7.96,Sandy,1.17,Potato,Vegetative,Kharif,Canal,Groundwater,6.56,No,112.2,West
6.61,47.76,0.54,3.24,27.27,38.5,2303.99,5.3,Silt,3.36,Rice,Vegetative,Rabi,Rainfed,River,6.94,Yes,82.08,Central
5.16,44.52,1.51,1.93,21.45,60.38,1783.83,4.48,Sandy,10.34,Sugarcane,Sowing,Zaid,Rainfed,Reservoir,3.37,No,41.76,Central
6.01,35.45,0.33,2.95,36.87,60.65,1975.46,8.69,Clay,14.33,Rice,Vegetative,Kharif,Drip,Reservoir,4.14,No,49.39,West
6.26,30.35,0.56,2.41,14.57,78.65,2481.94,9.07,Sandy,13.3,Cotton,Flowering,Zaid,Rainfed,River,10.26,Yes,62.53,West
5.25,60.62,1.11,2.37,26.35,49.23,789.43,4.27,Loamy,8.38,Wheat,Vegetative,Kharif,Rainfed,River,13.41,Yes,7.04,Central
5.49,34.67,1.19,1.7,34.98,56.02,793.12,6.05,Sandy,5.43,Maize,Sowing,Rabi,Drip,Groundwater,12.3,No,115.84,East
5.92,40.6,0.78,2.57,23.53,28.96,77.24,9.87,Silt,12.0,Cotton,Vegetative,Kharif,Drip,Rainwater,7.65,No,118.02,Central
5.36,58.4,0.73,2.96,36.18,50.9,1546.79,9.99,Clay,17.24,Sugarcane,Vegetative,Kharif,Sprinkler,Groundwater,5.37,No,78.56,East
6.22,21.42,0.81,3.4,34.93,28.91,596.86,5.77,Loamy,2.79,Potato,Vegetative,Rabi,Canal,Rainwater,14.97,Yes,38.89,East
5.68,19.47,1.19,1.05,32.03,33.95,2135.99,9.48,Clay,16.26,Rice,Vegetative,Kharif,Sprinkler,Groundwater,4.51,No,96.0,West
4.98,59.39,0.71,3.24,18.69,30.9,1982.23,7.19,Clay,10.76,Cotton,Harvest,Zaid,Drip,Groundwater,2.31,Yes,98.8,Central
6.26,24.09,0.78,2.25,40.97,52.68,1353.52,5.91,Sandy,12.93,Maize,Vegetative,Kharif,Canal,River,14.55,Yes,53.73,Central
5.29,42.46,1.42,1.87,14.72,91.44,1427.08,8.82,Loamy,1.76,Potato,Sowing,Rabi,Sprinkler,Groundwater,12.36,No,59.8,South
5.37,48.45,1.02,1.55,33.87,72.86,1791.82,10.83,Silt,15.79,Rice,Vegetative,Zaid,Rainfed,Rainwater,0.67,No,94.81,West
5.51,41.45,0.93,1.6,41.65,43.85,1325.91,4.6,Clay,12.46,Rice,Harvest,Kharif,Canal,Groundwater,4.43,No,113.83,West
7.64,10.54,0.47,1.94,27.91,77.69,367.66,9.92,Clay,18.01,Sugarcane,Harvest,Rabi,Drip,River,5.68,No,33.98,East
5.23,52.12,1.12,1.5,20.12,64.4,2168.65,9.26,Loamy,15.74,Maize,Sowing,Kharif,Canal,River,13.71,No,90.47,North
7.17,37.49,0.69,1.57,34.16,88.3,535.46,7.86,Silt,10.59,Potato,Sowing,Rabi,Canal,River,7.61,Yes,10.86,West
7.62,10.66,1.34,2.39,34.62,67.76,357.75,8.01,Clay,13.93,Sugarcane,Flowering,Kharif,Drip,Reservoir,13.16,No,44.01,North
6.86,8.8,0.97,2.19,32.14,84.58,1582.99,9.8,Clay,11.66,Potato,Harvest,Kharif,Sprinkler,Groundwater,9.98,Yes,94.9,South
5.12,50.53,0.83,0.19,33.41,35.22,1370.75,8.85,Loamy,15.35,Potato,Flowering,Kharif,Drip,River,12.9,No,51.65,East
8.08,8.64,0.69,2.8,35.58,89.19,770.46,8.64,Silt,10.78,Potato,Vegetative,Zaid,Rainfed,Rainwater,13.55,Yes,30.5,East
7.8,53.36,0.88,0.38,34.75,53.73,531.56,6.22,Clay,2.55,Sugarcane,Harvest,Kharif,Drip,Rainwater,13.18,No,75.24,North
6.35,32.4,1.41,2.98,29.21,39.49,1914.35,4.03,Silt,6.45,Cotton,Sowing,Zaid,Rainfed,River,12.25,Yes,60.8,East
5.81,9.84,1.34,2.01,31.72,69.41,981.93,7.39,Sandy,5.9,Potato,Sowing,Rabi,Drip,River,1.08,No,6.66,North
6.76,37.62,1.51,3.4,14.98,65.33,2212.66,8.21,Loamy,16.19,Rice,Flowering,Rabi,Sprinkler,River,8.23,Yes,51.8,West
5.66,59.03,1.28,0.91,29.29,31.96,1347.14,4.34,Loamy,8.52,Potato,Vegetative,Kharif,Drip,Rainwater,6.63,No,13.46,Central
6.25,20.75,1.12,2.58,37.76,80.67,2097.28,4.4,Sandy,9.67,Maize,Harvest,Rabi,Canal,Reservoir,1.07,No,89.25,Central
6.4,11.27,0.74,1.02,27.01,53.25,702.4,8.62,Sandy,8.28,Maize,Flowering,Kharif,Canal,Rainwater,10.22,No,21.78,North
5.21,16.59,0.53,3.41,37.98,26.02,1997.82,4.5,Loamy,19.4,Cotton,Harvest,Kharif,Canal,Groundwater,10.06,Yes,9.05,North
6.91,33.54,1.22,2.83,20.63,47.2,164.83,10.07,Loamy,14.03,Wheat,Vegetative,Kharif,Rainfed,River,0.87,Yes,54.69,West
6.65,55.43,1.56,1.65,32.4,92.35,690.26,7.75,Sandy,11.2,Maize,Flowering,Kharif,Rainfed,Rainwater,1.46,No,52.16,East
7.28,57.24,0.46,1.36,23.28,47.44,538.28,8.34,Sandy,12.96,Cotton,Flowering,Rabi,Drip,Rainwater,6.55,Yes,38.73,Central
8.06,59.93,1.33,0.73,40.34,54.17,2209.85,6.07,Silt,2.42,Sugarcane,Flowering,Zaid,Drip,Rainwater,1.44,No,21.74,South
7.68,29.39,0.45,0.6,27.0,46.5,670.51,9.23,Loamy,10.91,Sugarcane,Flowering,Rabi,Drip,Reservoir,5.82,Yes,92.25,South
7.42,39.79,1.49,0.47,23.81,30.55,2323.22,9.92,Clay,19.67,Maize,Vegetative,Kharif,Drip,Rainwater,6.84,No,3.24,Central
7.7,62.37,1.13,1.51,34.45,87.95,1466.93,6.46,Clay,16.77,Sugarcane,Sowing,Zaid,Drip,Groundwater,3.56,No,4.63,Central
5.24,8.69,0.33,0.93,20.25,79.81,1217.1,7.13,Clay,2.33,Wheat,Harvest,Rabi,Canal,River,5.53,Yes,28.78,East
5.92,63.33,0.93,0.49,23.65,41.16,2312.99,5.65,Loamy,5.84,Cotton,Flowering,Zaid,Canal,Groundwater,2.73,No,51.02,West
5.39,40.63,1.16,0.74,30.28,72.55,656.23,5.14,Clay,1.21,Potato,Harvest,Kharif,Drip,Reservoir,5.63,Yes,35.85,West
7.82,16.5,1.08,3.0,25.36,81.08,1942.45,9.72,Loamy,10.84,Sugarcane,Flowering,Rabi,Sprinkler,Rainwater,0.96,No,24.86,South
5.56,21.83,0.36,0.34,38.04,60.65,1003.58,9.27,Sandy,19.08,Potato,Vegetative,Kharif,Rainfed,Groundwater,1.51,No,81.92,East
7.39,39.06,1.42,0.67,12.78,59.14,1021.32,7.95,Sandy,6.52,Potato,Flowering,Kharif,Drip,Rainwater,1.65,Yes,11.93,South
4.83,55.39,0.38,1.17,37.55,77.14,1969.54,9.09,Clay,18.46,Maize,Vegetative,Rabi,Drip,River,3.76,No,5.45,North
5.37,39.28,0.46,3.34,41.49,70.62,1989.27,10.92,Clay,13.6,Cotton,Harvest,Zaid,Drip,Reservoir,11.47,No,82.48,Central
5.02,50.68,1.29,3.28,18.94,45.21,134.24,4.53,Sandy,18.66,Maize,Sowing,Kharif,Drip,River,13.34,Yes,25.75,Central
5.48,56.43,0.66,0.16,15.17,57.15,1716.07,4.93,Sandy,14.95,Wheat,Vegetative,Kharif,Drip,Rainwater,7.24,No,30.62,Central
6.17,22.22,1.59,0.89,35.78,88.04,1813.88,9.45,Sandy,17.68,Rice,Harvest,Kharif,Rainfed,Rainwater,8.9,Yes,51.66,East
6.54,47.86,1.15,0.62,25.09,75.16,1783.31,7.67,Loamy,12.7,Wheat,Flowering,Rabi,Rainfed,Groundwater,2.38,No,105.46,East
5.29,35.99,1.38,0.79,27.45,61.32,1972.72,9.31,Sandy,2.43,Cotton,Vegetative,Zaid,Sprinkler,Reservoir,11.97,No,12.24,South
5.85,8.63,0.35,1.25,35.09,83.51,663.16,10.28,Silt,16.5,Sugarcane,Harvest,Kharif,Rainfed,Reservoir,8.88,Yes,101.43,North
6.3,21.63,0.38,2.43,14.3,57.34,2263.49,5.19,Loamy,18.33,Cotton,Harvest,Rabi,Sprinkler,River,4.17,No,48.19,South
6.22,59.12,1.3,2.53,19.2,50.67,1111.32,8.84,Loamy,8.98,Wheat,Vegetative,Rabi,Sprinkler,Reservoir,4.16,No,94.91,North
6.18,51.62,0.39,0.55,16.84,58.04,1535.56,6.67,Clay,11.57,Wheat,Sowing,Zaid,Rainfed,Reservoir,10.7,Yes,20.24,East
6.98,36.33,1.11,0.74,14.02,47.03,691.86,4.44,Loamy,1.36,Wheat,Flowering,Kharif,Sprinkler,Reservoir,6.39,Yes,4.27,East
7.13,55.76,0.31,0.48,22.4,88.3,698.37,10.31,Sandy,10.64,Rice,Harvest,Zaid,Sprinkler,Rainwater,9.91,Yes,13.1,South
5.85,11.95,1.49,2.34,34.36,89.02,401.79,6.01,Silt,11.45,Rice,Vegetative,Kharif,Sprinkler,Groundwater,8.56,Yes,66.3,North
7.64,52.43,0.58,0.6,38.54,64.17,1698.45,7.12,Sandy,0.76,Maize,Harvest,Zaid,Rainfed,River,3.48,Yes,105.15,Central
7.76,28.98,1.08,1.3,39.72,58.27,2430.83,10.63,Loamy,17.71,Wheat,Harvest,Kharif,Drip,Rainwater,6.51,No,4.74,South
5.76,58.02,0.52,0.93,13.9,69.45,1482.28,5.77,Loamy,12.96,Maize,Vegetative,Kharif,Canal,Reservoir,11.89,No,6.77,West
6.57,21.03,0.4,2.87,30.09,91.64,1564.11,5.08,Clay,7.06,Sugarcane,Harvest,Kharif,Drip,Groundwater,10.32,No,82.42,East
4.89,26.37,1.3,0.2,26.65,87.64,629.81,10.37,Loamy,3.09,Wheat,Sowing,Rabi,Sprinkler,River,7.47,Yes,67.41,Central
6.46,57.47,0.58,1.23,32.61,52.74,919.82,8.92,Loamy,7.27,Rice,Harvest,Zaid,Rainfed,Groundwater,2.32,Yes,5.96,East
6.7,42.88,1.0,1.31,29.89,61.82,1173.64,8.65,Silt,6.85,Cotton,Flowering,Rabi,Rainfed,Rainwater,0.86,Yes,26.1,East
6.79,44.66,0.67,1.46,41.49,38.57,1379.74,5.57,Sandy,3.71,Rice,Sowing,Zaid,Drip,Groundwater,3.0,Yes,118.99,South
6.29,54.66,1.21,1.45,30.73,85.0,43.22,7.69,Sandy,15.26,Sugarcane,Vegetative,Zaid,Sprinkler,River,9.6,Yes,1.92,South
6.96,44.98,1.52,1.38,18.82,34.96,720.84,4.65,Sandy,13.9,Wheat,Vegetative,Rabi,Canal,River,1.27,Yes,8.28,West
5.63,48.48,1.1,0.81,39.92,32.71,2176.44,10.81,Loamy,6.45,Wheat,Sowing,Kharif,Canal,River,1.74,No,31.61,Central
7.41,20.96,1.15,2.81,15.23,65.33,158.51,6.42,Silt,10.54,Cotton,Harvest,Zaid,Drip,Groundwater,6.35,No,115.26,West
7.76,37.32,0.57,2.37,28.59,79.4,2176.57,6.84,Sandy,19.82,Rice,Sowing,Rabi,Sprinkler,Reservoir,5.77,Yes,103.52,West
7.53,60.71,0.49,0.56,15.14,50.86,952.63,9.5,Clay,15.49,Wheat,Harvest,Zaid,Rainfed,Rainwater,4.9,No,11.61,Central
5.62,26.21,1.21,2.17,25.28,59.5,311.31,4.33,Sandy,5.13,Potato,Vegetative,Zaid,Sprinkler,Rainwater,6.18,No,18.11,Central
6.08,57.35,0.47,0.13,36.86,42.24,1430.44,6.91,Clay,0.63,Cotton,Harvest,Kharif,Drip,Rainwater,9.02,Yes,110.33,Central
5.39,40.11,1.19,2.24,15.86,49.35,916.19,6.73,Loamy,11.91,Potato,Vegetative,Zaid,Sprinkler,Reservoir,9.25,No,34.93,Central
6.48,38.91,0.84,0.6,13.95,32.86,2337.98,10.15,Sandy,8.9,Rice,Sowing,Zaid,Sprinkler,River,6.47,No,107.13,East
6.77,20.25,1.3,3.47,40.63,93.54,157.29,5.73,Silt,19.1,Cotton,Sowing,Zaid,Drip,Reservoir,8.49,Yes,30.23,West
7.5,17.48,0.45,0.84,18.85,87.58,968.35,6.17,Clay,7.74,Sugarcane,Vegetative,Rabi,Drip,River,11.03,Yes,11.41,Central
8.03,36.15,1.0,1.81,35.57,62.29,1402.58,6.72,Silt,7.78,Maize,Harvest,Rabi,Sprinkler,Groundwater,7.08,No,78.35,West
5.7,58.71,1.41,2.8,21.57,72.48,2187.38,10.09,Loamy,4.92,Cotton,Sowing,Kharif,Canal,Reservoir,5.61,Yes,39.31,East
6.69,50.14,0.87,2.68,40.78,49.3,54.59,6.55,Clay,7.88,Sugarcane,Sowing,Zaid,Rainfed,River,7.81,No,87.41,South
